Genotype,Envir,Management,Row,Position,Weight_sample,R,P,Weight_sample_spats_residuals,Weight_sample_spats_geno_pred_values,Weight_sample_spats_adj_pheno
197,BEL_2019_1,1,26,15,2.38,26,15,0.0323529500178101,2.3591723703568,2.39152532037461
1985,BEL_2019_1,1,23,71,2.58,23,71,-0.0500370811274795,2.4238484225842,2.37381134145672
1988,BEL_2019_1,1,25,12,0.7,25,12,-0.792309102679557,1.52363112879064,0.731322026111084
1997,BEL_2019_1,1,23,13,1.54,23,13,-0.42811349747099,1.96532254731781,1.53720904984682
2,BEL_2019_1,1,25,115,3.44,25,115,0.386460836785059,2.95322709105147,3.33968792783653
200,BEL_2019_1,1,18,11,3.42,18,11,0.374171533070648,3.14073744667089,3.51490897974154
200,BEL_2019_1,1,22,76,3.46,22,76,0.166900520014253,3.14073744667089,3.30763796668515
2003,BEL_2019_1,1,19,17,0.94,19,17,-0.683132123998778,1.65603946621802,0.972907342219239
2013,BEL_2019_1,1,26,58,1.48,26,58,-0.198238357193678,1.40285833021642,1.20461997302274
2013,BEL_2019_1,1,25,71,0.96,25,71,-0.693653668369333,1.40285833021642,0.709204661847087
202,BEL_2019_1,1,22,26,3.54,22,26,1.07013391823183,2.35630917677928,3.42644309501111
202,BEL_2019_1,1,24,2,2.48,24,2,0.21741372242766,2.35630917677928,2.57372289920694
202,BEL_2019_1,1,18,76,0.92,18,76,-1.39327404575726,2.35630917677928,0.963035131022016
2024,BEL_2019_1,1,17,12,1.18,17,12,-0.353374646596183,1.6409778165729,1.28760316997671
2024,BEL_2019_1,1,25,63,1.56,25,63,-0.342176524678254,1.6409778165729,1.29880129189464
2026,BEL_2019_1,1,19,77,1.42,19,77,-0.605672083569917,2.01797824900985,1.41230616543993
2026,BEL_2019_1,1,24,7,2.18,24,7,0.220975719285163,2.01797824900985,2.23895396829501
204,BEL_2019_1,1,25,49,3.02,25,49,0.550854946037394,2.22472436399885,2.77557931003625
204,BEL_2019_1,1,22,79,1.6,22,79,-0.765079294533342,2.22472436399885,1.45964506946551
2046,BEL_2019_1,1,26,6,5.88,26,6,1.573783777171,4.39319601513714,5.96697979230814
2050,BEL_2019_1,1,17,61,0.6,17,61,-1.00067863745616,1.60613252068518,0.60545388322902
2050,BEL_2019_1,1,24,49,2.12,24,49,0.2763958606033,1.60613252068518,1.88252838128848
2055,BEL_2019_1,1,20,36,2.42,20,36,0.0488028793762241,2.26933860321576,2.31814148259199
2055,BEL_2019_1,1,18,82,1.94,18,82,-0.226240663381734,2.26933860321576,2.04309793983403
206,BEL_2019_1,1,17,57,2.64,17,57,0.22025562688256,2.40354719631895,2.62380282320151
206,BEL_2019_1,1,22,116,2.06,22,116,-0.287032035685468,2.40354719631895,2.11651516063348
2061,BEL_2019_1,1,19,95,2.86,19,95,-0.160554167277189,3.12537080904438,2.96481664176719
2061,BEL_2019_1,1,19,57,3.92,19,57,0.688955695974124,3.12537080904438,3.8143265050185
2071,BEL_2019_1,1,26,5,0.62,26,5,-0.41623543207035,1.15441661684373,0.738181184773377
2071,BEL_2019_1,1,24,82,0.64,24,82,-0.680508615437144,1.15441661684373,0.473908001406583
216,BEL_2019_1,1,18,84,1.68,18,84,-0.32155387861579,2.09455658676458,1.77300270814879
236,BEL_2019_1,1,26,107,1.68,26,107,-0.235603536485878,1.76956283545133,1.53395929896546
236,BEL_2019_1,1,19,26,1.46,19,26,-0.353923164294338,1.76956283545133,1.415639671157
238,BEL_2019_1,1,18,111,0.7,18,111,-0.677032100867522,1.66343749033297,0.986405389465449
241,BEL_2019_1,1,23,68,2.86,23,68,-0.188194743867564,2.8212642963643,2.63306955249673
241,BEL_2019_1,1,23,15,3.3,23,15,0.465845973175154,2.8212642963643,3.28711026953945
2410,BEL_2019_1,1,21,16,3.38,21,16,0.407136513851009,2.95148600017903,3.35862251403004
2410,BEL_2019_1,1,26,63,3.2,26,63,-0.0221112893903279,2.95148600017903,2.9293747107887
2422,BEL_2019_1,1,23,105,2.1,23,105,-0.230289098944881,2.27381753079732,2.04352843185244
2422,BEL_2019_1,1,18,21,2.3,18,21,0.0565444039893892,2.27381753079732,2.33036193478671
2443,BEL_2019_1,1,25,39,3.22,25,39,0.930957984428114,2.08670288745655,3.01766087188467
2443,BEL_2019_1,1,21,117,0.72,21,117,-1.25898761206831,2.08670288745655,0.827715275388243
249,BEL_2019_1,1,25,21,2.84,25,21,-0.348515051080798,3.13598095863793,2.78746590755713
249,BEL_2019_1,1,24,75,3.62,24,75,0.268328183260172,3.13598095863793,3.4043091418981
249,BEL_2019_1,1,24,87,3.76,24,87,0.423469325638389,3.13598095863793,3.55945028427632
249,BEL_2019_1,1,22,3,3.24,22,3,0.193867644409225,3.13598095863793,3.32984860304716
25,BEL_2019_1,1,26,66,0.58,26,66,-1.1260274901074,1.42939485990941,0.303367369802003
25,BEL_2019_1,1,24,65,1.92,24,65,0.25601609678285,1.42939485990941,1.68541095669226
26,BEL_2019_1,1,26,105,1.36,26,105,-0.699051244006524,1.89464743869586,1.19559619468934
26,BEL_2019_1,1,21,25,2.2,21,25,0.212662754362089,1.89464743869586,2.10731019305795
261,BEL_2019_1,1,21,75,2.76,21,75,-0.0129718420533727,2.65891711629982,2.64594527424645
261,BEL_2019_1,1,20,54,2.96,20,54,0.156760091422056,2.65891711629982,2.81567720772188
262,BEL_2019_1,1,25,96,1.94,25,96,0.334996414668501,1.42597494578254,1.76097136045104
262,BEL_2019_1,1,22,18,0.24,22,18,-1.20782769002597,1.42597494578254,0.21814725575657
2625,BEL_2019_1,1,25,79,3.02,25,79,0.0764899724208905,2.7224600086751,2.79894998109599
2625,BEL_2019_1,1,22,20,2.9,22,20,0.119692417233526,2.7224600086751,2.84215242590862
2651,BEL_2019_1,1,22,8,2.2,22,8,0.491897147465279,1.74085675713301,2.23275390459829
2651,BEL_2019_1,1,17,93,0.42,17,93,-1.10509337662611,1.74085675713301,0.635763380506897
2652,BEL_2019_1,1,26,37,2.12,26,37,-0.120272795141354,2.05490974547638,1.93463695033503
2652,BEL_2019_1,1,18,79,1.76,18,79,-0.233971791855665,2.05490974547638,1.82093795362072
267,BEL_2019_1,1,22,2,4.8,22,2,1.08129297075745,3.79590994197925,4.8772029127367
2670,BEL_2019_1,1,24,70,2.56,24,70,-0.0328830197678141,2.35952121751491,2.32663819774709
2670,BEL_2019_1,1,19,5,2.18,19,5,-0.0701949048057711,2.35952121751491,2.28932631270913
2671,BEL_2019_1,1,23,87,4.24,23,87,1.44833589301311,2.62583641987967,4.07417231289278
2671,BEL_2019_1,1,23,36,1.46,23,36,-1.33182425294245,2.62583641987967,1.29401216693722
2720,BEL_2019_1,1,25,81,1.56,25,81,-0.253904336305053,1.55874100354205,1.30483666723699
2720,BEL_2019_1,1,23,6,1,23,6,-0.509455002925346,1.55874100354205,1.0492860006167
2722,BEL_2019_1,1,17,3,1.68,17,3,-0.497785807063324,2.33985814266067,1.84207233559735
2722,BEL_2019_1,1,23,111,2.74,23,111,0.378494741037551,2.33985814266067,2.71835288369822
2732,BEL_2019_1,1,20,11,1.46,20,11,-0.92383110986386,2.44318885543715,1.51935774557329
2732,BEL_2019_1,1,21,88,3.38,21,88,0.889741136496276,2.44318885543715,3.33292999193343
2762,BEL_2019_1,1,20,53,3.06,20,53,-0.104368911814706,3.02302044401372,2.91865153219902
2762,BEL_2019_1,1,25,68,3.84,25,68,0.548377691248001,3.02302044401372,3.57139813526172
2779,BEL_2019_1,1,24,91,1.9,24,91,-0.326610578432371,2.0727040190617,1.74609344062933
2779,BEL_2019_1,1,18,15,2,18,15,-0.0129617827395259,2.0727040190617,2.05974223632218
2784,BEL_2019_1,1,22,7,3.76,22,7,0.421772717842849,3.38557948795554,3.80735220579839
2784,BEL_2019_1,1,17,105,3.4,17,105,0.321183256155674,3.38557948795554,3.70676274411122
2785,BEL_2019_1,1,25,103,1.02,25,103,-0.823291050497542,1.72057770590791,0.897286655410365
2785,BEL_2019_1,1,19,53,2.02,19,53,0.193373778037725,1.72057770590791,1.91395148394563
2794,BEL_2019_1,1,22,1,4.94,22,1,1.58014583937696,3.44805623763945,5.02820207701641
2794,BEL_2019_1,1,26,109,2.8,26,109,-0.785674810504895,3.44805623763945,2.66238142713456
2796,BEL_2019_1,1,24,79,4.48,24,79,1.51042468672208,2.77015557951685,4.28058026623893
2796,BEL_2019_1,1,19,49,1.6,19,49,-1.27491502793847,2.77015557951685,1.49524055157838
2802,BEL_2019_1,1,21,15,2.52,21,15,0.672093669128101,1.84893586246507,2.52102953159317
2802,BEL_2019_1,1,20,111,0.5,20,111,-1.19617352987938,1.84893586246507,0.652762332585696
2809,BEL_2019_1,1,26,33,0.48,26,33,-0.659649719201441,0.95684997277184,0.297200253570398
2809,BEL_2019_1,1,17,71,0.3,17,71,-0.599997433253659,0.95684997277184,0.356852539518181
2810,BEL_2019_1,1,26,22,2.58,26,22,-0.0506999375693891,2.58281231468824,2.53211237711885
2810,BEL_2019_1,1,25,111,2.82,25,111,0.13173615436604,2.58281231468824,2.71454846905428
2817,BEL_2019_1,1,22,61,2.74,22,61,0.021160508705901,2.51019587982826,2.53135638853416
2820,BEL_2019_1,1,18,89,3.24,18,89,0.598614678880229,2.75305090747613,3.35166558635636
2820,BEL_2019_1,1,20,7,2.3,20,7,-0.377208636613619,2.75305090747613,2.37584227086252
2823,BEL_2019_1,1,23,75,1.7,23,75,-0.109963213865118,1.62311982879037,1.51315661492525
2823,BEL_2019_1,1,23,14,1.02,23,14,-0.600312718623731,1.62311982879037,1.02280711016664
2827,BEL_2019_1,1,23,62,1.8,23,62,-0.0077690912294357,1.57381397986028,1.56604488863084
2827,BEL_2019_1,1,26,7,0.74,26,7,-0.743161861344007,1.57381397986028,0.830652118516274
2830,BEL_2019_1,1,19,40,3.56,19,40,0.434527395876674,3.01152155250368,3.44604894838035
2831,BEL_2019_1,1,18,52,3,18,52,-0.25458983077748,3.19097828919094,2.93638845841346
2831,BEL_2019_1,1,22,77,4.18,22,77,0.83708785068055,3.19097828919094,4.02806613987149
2836,BEL_2019_1,1,21,32,1.12,21,32,-0.671183234603981,1.67053091485477,0.999347680250786
2847,BEL_2019_1,1,23,52,2.38,23,52,-0.46707034727249,2.62020405941569,2.1531337121432
2847,BEL_2019_1,1,17,60,3.2,17,60,0.578937837962176,2.62020405941569,3.19914189737786
2848,BEL_2019_1,1,22,87,2.5,22,87,-0.123730102636387,2.49007991740376,2.36634981476737
2848,BEL_2019_1,1,20,16,2.62,20,16,0.128304042524682,2.49007991740376,2.61838395992844
2849,BEL_2019_1,1,21,73,1.18,21,73,-1.00998312305083,2.06391766248982,1.05393453943899
2849,BEL_2019_1,1,24,50,2.98,24,50,0.663165992533076,2.06391766248982,2.7270836550229
2855,BEL_2019_1,1,20,76,2.48,20,76,-0.0853631004137827,2.50914233995455,2.42377923954077
2855,BEL_2019_1,1,21,23,2.66,21,23,0.105654915330709,2.50914233995455,2.61479725528526
2856,BEL_2019_1,1,23,12,4.08,23,12,1.15103094083458,2.94702387096518,4.09805481179976
2856,BEL_2019_1,1,19,65,2.24,19,65,-0.769684954369923,2.94702387096518,2.17733891659526
286,BEL_2019_1,1,19,81,2.34,19,81,0.00875252773994451,2.30984581648111,2.31859834422105
286,BEL_2019_1,1,20,57,2.3,20,57,-0.152790185703433,2.30984581648111,2.15705563077767
2862,BEL_2019_1,1,24,81,3.32,24,81,0.369460924940729,2.71798478753983,3.08744571248056
2862,BEL_2019_1,1,26,3,2.4,26,3,-0.176968568194881,2.71798478753983,2.54101621934495
2865,BEL_2019_1,1,17,7,1.84,17,7,-0.175543967982214,2.14487496695779,1.96933099897558
2865,BEL_2019_1,1,18,67,2.06,18,67,-0.104520010312009,2.14487496695779,2.04035495664579
2872,BEL_2019_1,1,23,60,3.68,23,60,0.422616873211681,3.02592672938772,3.44854360259941
2872,BEL_2019_1,1,25,28,3.18,25,28,0.0237882768919375,3.02592672938772,3.04971500627966
29,BEL_2019_1,1,18,53,0.62,18,53,-0.871888099453154,1.42711881654083,0.555230717087675
290,BEL_2019_1,1,24,22,2.88,24,22,-0.616178713434648,3.43133156731084,2.81515285387619
290,BEL_2019_1,1,19,94,4.74,19,94,1.39685945529467,3.43133156731084,4.8281910226055
2902,BEL_2019_1,1,22,56,4.98,22,56,1.01449076139194,3.74808134879834,4.76257211019029
2902,BEL_2019_1,1,26,91,3.98,26,91,0.0273652569839555,3.74808134879834,3.7754466057823
2908,BEL_2019_1,1,23,86,1.08,23,86,-0.411974373990997,1.35005282725342,0.938078453262419
2908,BEL_2019_1,1,26,29,0.94,26,29,-0.52345830303878,1.35005282725342,0.826594524214636
2936,BEL_2019_1,1,17,87,1.98,17,87,0.194513672237998,1.92987921627565,2.12439288851365
2936,BEL_2019_1,1,18,36,1.32,18,36,-0.65185188374701,1.92987921627565,1.27802733252864
2971,BEL_2019_1,1,22,110,2.44,22,110,0.209837412297148,2.22481105068685,2.434648462984
2971,BEL_2019_1,1,22,42,1.98,22,42,-0.42399028349135,2.22481105068685,1.8008207671955
2974,BEL_2019_1,1,18,9,1.4,18,9,0.153400490915016,1.34114044028854,1.49454093120356
2974,BEL_2019_1,1,25,107,0.36,25,107,-1.09618185535047,1.34114044028854,0.244958584938078
2975,BEL_2019_1,1,22,63,2.68,22,63,-0.00385225725357241,2.47986074145777,2.47600848420419
2979,BEL_2019_1,1,25,22,0.5,25,22,-0.450454816771928,0.891901281308965,0.441446464537037
2979,BEL_2019_1,1,25,100,0.16,25,100,-0.862745624252143,0.891901281308965,0.029155657056822
2990,BEL_2019_1,1,22,14,0.28,22,14,-1.3848179231795,1.66398866692396,0.279170743744467
2990,BEL_2019_1,1,18,74,2.36,18,74,0.708240293654896,1.66398866692396,2.37222896057886
2992,BEL_2019_1,1,24,43,2.94,24,43,0.0993158537040797,2.60498160679484,2.70429746049892
2997,BEL_2019_1,1,20,79,1.5,20,79,-0.463580064103434,1.9223091833394,1.45872911923596
30,BEL_2019_1,1,17,78,3.7,17,78,0.276218053034573,3.53018238955294,3.80640044258751
30,BEL_2019_1,1,23,45,4.34,23,45,0.585969898433171,3.53018238955294,4.11615228798611
301,BEL_2019_1,1,24,16,2,24,16,-0.667089557426352,2.63089553728053,1.96380597985418
301,BEL_2019_1,1,22,112,3.42,22,112,0.787772680678122,2.63089553728053,3.41866821795865
3010,BEL_2019_1,1,26,39,2.78,26,39,0.677687480207531,1.90230396631001,2.57999144651754
3010,BEL_2019_1,1,18,65,0.76,18,65,-1.15776279827729,1.90230396631001,0.744541168032717
3013,BEL_2019_1,1,19,79,0.18,19,79,-1.50558764807877,1.69241745763419,0.186829809555413
3013,BEL_2019_1,1,18,27,2.56,18,27,0.852450910099179,1.69241745763419,2.54486836773337
3026,BEL_2019_1,1,17,97,1.36,17,97,-0.306558985587741,1.90003419929619,1.59347521370845
3026,BEL_2019_1,1,21,24,1.78,21,24,-0.175387863457273,1.90003419929619,1.72464633583891
3042,BEL_2019_1,1,20,90,0.5,20,90,-0.554082214769378,1.04859394143764,0.49451172666826
3042,BEL_2019_1,1,17,11,0.3,17,11,-0.629917667236381,1.04859394143764,0.418676274201258
3062,BEL_2019_1,1,21,18,1.5,21,18,-0.4464272572363,1.94311187147872,1.49668461424243
308,BEL_2019_1,1,19,24,1.8,19,24,-0.314133940186047,2.103555385991,1.78942144580495
3148,BEL_2019_1,1,25,29,0.38,25,29,-1.0055969700553,1.26495853815936,0.259361568104054
3160,BEL_2019_1,1,24,26,2.22,24,26,-0.174082783662154,2.27340750146611,2.09932471780395
3170,BEL_2019_1,1,25,11,1.04,25,11,-0.631883428309163,1.71819317914888,1.08630975083971
3172,BEL_2019_1,1,24,111,2.14,24,111,-0.179619958950035,2.25149204783845,2.07187208888842
3172,BEL_2019_1,1,19,55,2.36,19,55,-0.0125331597074445,2.25149204783845,2.23895888813101
3190,BEL_2019_1,1,26,55,4.2,26,55,1.02960821946355,2.88653533573445,3.916143555198
3190,BEL_2019_1,1,17,85,2.06,17,85,-0.698137910389194,2.88653533573445,2.18839742534526
32,BEL_2019_1,1,20,34,2.4,20,34,-0.570131213827941,2.86269844933869,2.29256723551075
32,BEL_2019_1,1,20,106,3.1,20,106,0.351767703123763,2.86269844933869,3.21446615246245
32,BEL_2019_1,1,25,75,3.28,25,75,0.181937404718655,2.86269844933869,3.04463585405734
32,BEL_2019_1,1,23,39,3.4,23,39,0.348241767260416,2.86269844933869,3.2109402165991
324,BEL_2019_1,1,20,71,1.82,20,71,-0.167078219626814,1.89646922987524,1.72939101024843
324,BEL_2019_1,1,18,43,1.66,18,43,-0.317808116447712,1.89646922987524,1.57866111342753
327,BEL_2019_1,1,26,46,2.02,26,46,-0.319873138499198,2.09659496525036,1.77672182675116
33,BEL_2019_1,1,25,4,0.44,25,4,-0.857017739025457,1.44515338504573,0.588135646020278
330,BEL_2019_1,1,21,43,1.8,21,43,-0.429315505447386,2.04826321151426,1.61894770606687
330,BEL_2019_1,1,23,113,2.14,23,113,0.0695905347314585,2.04826321151426,2.11785374624572
333,BEL_2019_1,1,21,40,0.68,21,40,-1.09896002676284,1.60459606129225,0.505636034529409
333,BEL_2019_1,1,26,106,2.14,26,106,0.373410365983741,1.60459606129225,1.97800642727599
334,BEL_2019_1,1,21,64,3.36,21,64,0.307595464029459,2.89533163668075,3.20292710071021
334,BEL_2019_1,1,20,1,2.46,20,1,-0.324526461165201,2.89533163668075,2.57080517551555
334,BEL_2019_1,1,24,10,4.24,24,10,1.35947516018351,2.89533163668075,4.25480679686426
334,BEL_2019_1,1,24,76,2.1,24,76,-1.0038208850174,2.89533163668075,1.89151075166335
338,BEL_2019_1,1,19,76,1.5,19,76,0.119537536792066,1.37086802100795,1.49040555780001
338,BEL_2019_1,1,19,25,0.38,19,25,-1.03780709547953,1.37086802100795,0.333060925528411
34,BEL_2019_1,1,22,104,2.88,22,104,-0.125585496513834,2.96986920891494,2.84428371240111
34,BEL_2019_1,1,25,56,3.76,25,56,0.525768551872769,2.96986920891494,3.49563776078771
345,BEL_2019_1,1,21,13,1.96,21,13,0.375079584066833,1.59408088375328,1.96916046782011
345,BEL_2019_1,1,17,91,0.28,17,91,-1.10929950939499,1.59408088375328,0.48478137435829
353,BEL_2019_1,1,20,44,2.74,20,44,-0.418460486239394,3.02589258575801,2.60743209951862
353,BEL_2019_1,1,22,89,4,22,89,0.864837483294607,3.02589258575801,3.89073006905262
366,BEL_2019_1,1,26,86,1.36,26,86,-0.600164451943789,1.7382662420339,1.13810179009011
366,BEL_2019_1,1,21,5,1.64,21,5,-0.0151677802606891,1.7382662420339,1.72309846177321
37,BEL_2019_1,1,25,105,2.84,25,105,-0.0510752176117397,2.75668782017401,2.70561260256227
37,BEL_2019_1,1,25,38,3.26,25,38,0.275480067565201,2.75668782017401,3.03216788773921
378,BEL_2019_1,1,20,49,2.36,20,49,-0.0392509601056137,2.26116079337126,2.22190983326565
378,BEL_2019_1,1,26,72,2.38,26,72,-0.144929817493774,2.26116079337126,2.11623097587749
40,BEL_2019_1,1,20,61,2.48,20,61,0.388001408043491,1.96478820363404,2.35278961167753
40,BEL_2019_1,1,18,34,2.02,18,34,0.00571118965853623,1.96478820363404,1.97049939329257
40,BEL_2019_1,1,18,24,1.42,18,24,-0.528279652998796,1.96478820363404,1.43650855063524
40,BEL_2019_1,1,20,101,1.66,20,101,-0.191561561573887,1.96478820363404,1.77322664206015
40,BEL_2019_1,1,21,46,2.04,21,46,-0.102425472409775,1.96478820363404,1.86236273122426
405,BEL_2019_1,1,26,99,3.28,26,99,0.150394887744222,2.93908301141941,3.08947789916363
405,BEL_2019_1,1,23,58,3.4,23,58,0.224403481929988,2.93908301141941,3.1634864933494
409,BEL_2019_1,1,17,23,1.5,17,23,-0.218459359308584,1.77324932124837,1.55478996193979
409,BEL_2019_1,1,21,67,1.56,21,67,-0.368027658404156,1.77324932124837,1.40522166284421
410,BEL_2019_1,1,23,108,0.72,23,108,-1.41357991001087,2.1031720382941,0.689592128283228
410,BEL_2019_1,1,19,43,3.32,19,43,1.09912988139606,2.1031720382941,3.20230191969016
424,BEL_2019_1,1,22,28,2.28,22,28,-0.323804516911765,2.47926151068448,2.15545699377271
424,BEL_2019_1,1,21,87,2.88,21,87,0.319458165353927,2.47926151068448,2.79871967603841
43,BEL_2019_1,1,17,20,0.24,17,20,-0.989118631196199,1.28494324077948,0.295824609583284
440,BEL_2019_1,1,20,55,3.12,20,55,0.202809910655719,2.75986369618209,2.96267360683781
440,BEL_2019_1,1,25,117,2.88,25,117,0.0242136002821107,2.75986369618209,2.7840772964642
447,BEL_2019_1,1,17,48,1.02,17,48,-0.552859695455179,1.55473393984169,1.00187424438651
447,BEL_2019_1,1,21,70,1.48,21,70,-0.21380365858793,1.55473393984169,1.34093028125376
45,BEL_2019_1,1,21,78,1.78,21,78,0.00971804837773238,1.66872295998155,1.67844100835928
45,BEL_2019_1,1,24,30,1.14,24,30,-0.682392027858395,1.66872295998155,0.986330932123158
457,BEL_2019_1,1,22,44,3.08,22,44,0.179921704666481,2.70273927367493,2.88266097834141
46,BEL_2019_1,1,23,2,0.72,23,2,-0.324966658809841,1.13170845041356,0.80674179160372
46,BEL_2019_1,1,24,116,0.38,24,116,-0.790501353142765,1.13170845041356,0.341207097270797
462,BEL_2019_1,1,20,85,3.08,20,85,1.03387646280823,2.00636325633339,3.04023971914162
462,BEL_2019_1,1,21,37,0.72,21,37,-1.42814994158934,2.00636325633339,0.578213314744046
465,BEL_2019_1,1,22,72,2.52,22,72,-0.201969023508932,2.542447111339,2.34047808783007
465,BEL_2019_1,1,18,10,2.72,18,10,0.249722208201027,2.542447111339,2.79216931954002
468,BEL_2019_1,1,26,19,1.42,26,19,-0.490511652632234,1.88964692336055,1.39913527072832
472,BEL_2019_1,1,25,37,2.38,25,37,0.598058895141768,1.59326699441904,2.1913258895608
472,BEL_2019_1,1,24,107,0.34,24,107,-1.33294991097843,1.59326699441904,0.260317083440609
473,BEL_2019_1,1,18,60,1.54,18,60,-0.354733068914087,1.84617336931041,1.49144030039632
473,BEL_2019_1,1,18,49,1.74,18,49,-0.171624598976169,1.84617336931041,1.67454877033424
483,BEL_2019_1,1,20,78,1.62,20,78,-0.501089696704766,2.06967564200894,1.56858594530418
483,BEL_2019_1,1,25,30,2.38,25,30,0.159020294460151,2.06967564200894,2.22869593646909
488,BEL_2019_1,1,20,112,1.54,20,112,-0.0802174051312503,1.75034959136039,1.67013218622914
488,BEL_2019_1,1,18,23,1.2,18,23,-0.525151530218653,1.75034959136039,1.22519806114173
489,BEL_2019_1,1,19,12,1.62,19,12,-0.917145839756683,2.59923578303444,1.68208994327776
489,BEL_2019_1,1,24,77,3.82,24,77,1.01172398818947,2.59923578303444,3.61095977122391
49,BEL_2019_1,1,23,61,2.52,23,61,-0.136504909629761,2.4284117924304,2.29190688280064
49,BEL_2019_1,1,18,56,2.58,18,56,0.0902305442201241,2.4284117924304,2.51864233665053
491,BEL_2019_1,1,23,31,3.6,23,31,0.0340327450343239,3.42698564456207,3.4610183895964
491,BEL_2019_1,1,17,90,4,17,90,0.743064576593185,3.42698564456207,4.17005022115526
50,BEL_2019_1,1,17,6,3.94,17,6,0.223061089889923,3.83819190882275,4.06125299871267
50,BEL_2019_1,1,19,85,4.72,19,85,0.893095375737593,3.83819190882275,4.73128728456034
508,BEL_2019_1,1,23,56,1.1,23,56,-0.731640956826887,1.59720862126404,0.865567664437153
51,BEL_2019_1,1,26,49,0.88,26,49,-0.836738979198727,1.46974718592015,0.633008206721426
515,BEL_2019_1,1,25,102,4,25,102,0.455823393509181,3.38819726789944,3.84402066140862
515,BEL_2019_1,1,23,43,3.9,23,43,0.289291064695695,3.38819726789944,3.67748833259513
52,BEL_2019_1,1,21,4,0.4,21,4,-0.883245960116273,1.41334415941707,0.5300981993008
522,BEL_2019_1,1,24,12,3.6,24,12,0.406011136823615,3.21410140643952,3.62011254326313
522,BEL_2019_1,1,20,92,3.4,20,92,0.195552994231754,3.21410140643952,3.40965440067127
526,BEL_2019_1,1,22,64,2.94,22,64,0.116275893363613,2.62555050951733,2.74182640288094
533,BEL_2019_1,1,24,56,2.68,24,56,0.163933236143305,2.26208172376625,2.42601495990956
533,BEL_2019_1,1,21,94,1.94,21,94,-0.347354662782966,2.26208172376625,1.91472706098329
543,BEL_2019_1,1,26,78,1.8,26,78,-0.236138580637065,1.79062765467627,1.55448907403921
