Genotype,Envir,Management,Row,Position,Sample_size,R,P,Sample_size_spats_residuals,Sample_size_spats_geno_pred_values,Sample_size_spats_adj_pheno
2026,BEL_2019_1,1,24,7,20,24,7,1.78060620305802,18.4964779134449,20.2770841165029
204,BEL_2019_1,1,25,49,18,25,49,2.37855872673418,14.1950010405903,16.5735597673245
204,BEL_2019_1,1,22,79,11,22,79,-4.52001438049245,14.1950010405903,9.67498666009782
2046,BEL_2019_1,1,26,6,20,26,6,2.36528197315178,17.8834152086863,20.2486971818381
2050,BEL_2019_1,1,24,49,20,24,49,5.45711204152995,13.1713150329362,18.6284270744661
2050,BEL_2019_1,1,17,61,4,17,61,-8.84937198097334,13.1713150329362,4.32194305196282
2055,BEL_2019_1,1,20,36,20,20,36,1.39967111885231,18.7208018647735,20.1204729836258
2055,BEL_2019_1,1,18,82,20,18,82,1.98878281364816,18.7208018647735,20.7095846784216
206,BEL_2019_1,1,17,57,20,17,57,1.56892895985624,18.6227056179468,20.191634577803
206,BEL_2019_1,1,22,116,20,22,116,1.69966477623337,18.6227056179468,20.3223703941802
2061,BEL_2019_1,1,19,95,20,19,95,1.58902942626034,18.4475104848591,20.0365399111195
2061,BEL_2019_1,1,19,57,20,19,57,1.46549981968412,18.4475104848591,19.9130103045433
2071,BEL_2019_1,1,26,5,5,26,5,-3.30581040244347,8.60304584754232,5.29723544509885
2071,BEL_2019_1,1,24,82,4,24,82,-5.6682496520058,8.60304584754232,2.93479619553652
216,BEL_2019_1,1,18,84,13,18,84,-1.29347096036955,14.8890105473225,13.595539586953
236,BEL_2019_1,1,19,26,15,19,26,-1.58774461317809,16.7449091046945,15.1571644915164
236,BEL_2019_1,1,26,107,20,26,107,2.56192784755252,16.7449091046945,19.306836952247
238,BEL_2019_1,1,18,111,6,18,111,-4.62658266220273,12.1611179024344,7.53453524023171
241,BEL_2019_1,1,23,68,20,23,68,0.441309711472929,18.0454449281011,18.486754639574
241,BEL_2019_1,1,23,15,20,23,15,2.12195041702821,18.0454449281011,20.1673953451293
2410,BEL_2019_1,1,21,16,20,21,16,1.86000930816643,18.0317705166327,19.8917798247991
2410,BEL_2019_1,1,26,63,20,26,63,0.686542559851471,18.0317705166327,18.7183130764841
2422,BEL_2019_1,1,23,105,20,23,105,1.09705037537706,18.3697420355482,19.4667924109253
2422,BEL_2019_1,1,18,21,20,18,21,1.86245646236623,18.3697420355482,20.2321984979145
2443,BEL_2019_1,1,25,39,20,25,39,5.16381757947753,13.5863228508035,18.750140430281
2443,BEL_2019_1,1,21,117,5,21,117,-8.04899472859259,13.5863228508035,5.53732812221091
249,BEL_2019_1,1,25,21,20,25,21,1.07777183603271,18.470465448941,19.5482372849737
249,BEL_2019_1,1,24,75,20,24,75,0.208237964345702,18.470465448941,18.6787034132867
249,BEL_2019_1,1,24,87,20,24,87,0.310139329645054,18.470465448941,18.7806047785861
249,BEL_2019_1,1,22,3,20,22,3,1.48642794234111,18.470465448941,19.9568933912821
25,BEL_2019_1,1,26,66,4,26,66,-6.14735151634106,8.99260576104271,2.84525424470165
25,BEL_2019_1,1,24,65,8,24,65,-2.35071960625401,8.99260576104271,6.6418861547887
26,BEL_2019_1,1,26,105,20,26,105,0.967328224945778,18.2224953500946,19.1898235750404
26,BEL_2019_1,1,21,25,20,21,25,1.81226330298456,18.2224953500946,20.0347586530792
261,BEL_2019_1,1,21,75,20,21,75,0.886598448857765,18.0076720818974,18.8942705307552
261,BEL_2019_1,1,20,54,20,20,54,1.63050842800095,18.0076720818974,19.6381805098984
262,BEL_2019_1,1,25,96,15,25,96,3.36613374269977,10.8335864357025,14.1997201784022
262,BEL_2019_1,1,22,18,1,22,18,-9.61477828281697,10.8335864357025,1.21880815288548
2625,BEL_2019_1,1,25,79,20,25,79,0.808296387285818,18.1463779225278,18.9546743098136
2625,BEL_2019_1,1,22,20,20,22,20,1.8782900551944,18.1463779225278,20.0246679777222
2651,BEL_2019_1,1,22,8,17,22,8,4.49813287738179,12.4737906631261,16.9719235405079
2651,BEL_2019_1,1,17,93,2,17,93,-8.74267219214612,12.4737906631261,3.73111847097994
2652,BEL_2019_1,1,18,79,11,18,79,-1.41221349817834,12.9738710988212,11.5616576006429
2652,BEL_2019_1,1,26,37,12,26,37,-2.22129592316369,12.9738710988212,10.7525751756575
267,BEL_2019_1,1,22,2,20,22,2,2.13341383669497,17.6936491760399,19.8270630127348
2670,BEL_2019_1,1,19,5,20,19,5,2.12134949294205,18.0850815040413,20.2064309969834
2670,BEL_2019_1,1,24,70,20,24,70,0.490341110026108,18.0850815040413,18.5754226140674
2671,BEL_2019_1,1,23,87,20,23,87,5.39434905946341,13.2073874131023,18.6017364725657
2671,BEL_2019_1,1,23,36,5,23,36,-8.74253348417932,13.2073874131023,4.46485392892295
2720,BEL_2019_1,1,25,81,8,25,81,-2.96001772068301,9.77739139408715,6.81737367340415
2720,BEL_2019_1,1,23,6,5,23,6,-4.57915269816448,9.77739139408715,5.19823869592267
2722,BEL_2019_1,1,17,3,16,17,3,0.455441066210327,16.5983450137238,17.0537860799342
2722,BEL_2019_1,1,23,111,17,23,111,0.339660895446801,16.5983450137238,16.9380059091706
2732,BEL_2019_1,1,20,11,20,20,11,1.93446965551158,18.1413249052074,20.075794560719
2732,BEL_2019_1,1,21,88,20,21,88,0.74594269093458,18.1413249052074,18.887267596142
2762,BEL_2019_1,1,20,53,20,20,53,1.74835868596146,17.9513955843854,19.6997542703468
2762,BEL_2019_1,1,25,68,20,25,68,0.699986008211216,17.9513955843854,18.6513815925966
2779,BEL_2019_1,1,18,15,20,18,15,2.08735681752812,18.2852500498314,20.3726068673596
2779,BEL_2019_1,1,24,91,20,24,91,0.768912370144314,18.2852500498314,19.0541624199757
2784,BEL_2019_1,1,22,7,20,22,7,0.909427829663667,19.0739331540572,19.9833609837209
2784,BEL_2019_1,1,17,105,20,17,105,2.91050423845943,19.0739331540572,21.9844373925166
2785,BEL_2019_1,1,25,103,5,25,103,-6.00104537878399,10.504570926758,4.50352554797396
2785,BEL_2019_1,1,19,53,10,19,53,-0.649611111841052,10.504570926758,9.8549598149169
2794,BEL_2019_1,1,22,1,19,22,1,4.02849603167773,14.8006634595772,18.8291594912549
2794,BEL_2019_1,1,26,109,10,26,109,-5.42991504951159,14.8006634595772,9.37074841006562
2796,BEL_2019_1,1,19,49,4,19,49,-8.22221972422366,12.1650122678401,3.94279254361642
2796,BEL_2019_1,1,24,79,17,24,79,3.60039544389091,12.1650122678401,15.765407711731
2802,BEL_2019_1,1,21,15,13,21,15,2.13079460731819,10.8416245906803,12.9724191979985
2802,BEL_2019_1,1,20,111,2,20,111,-8.36961762147898,10.8416245906803,2.47200696920137
2809,BEL_2019_1,1,17,71,1,17,71,-5.08751302652001,6.85122968729497,1.76371666077496
2809,BEL_2019_1,1,26,33,2,26,33,-6.02702676936003,6.85122968729497,0.824202917934947
2810,BEL_2019_1,1,26,22,20,26,22,1.2631588520813,18.192510225929,19.4556690780103
2810,BEL_2019_1,1,25,111,20,25,111,1.4797949553637,18.192510225929,19.6723051812927
2817,BEL_2019_1,1,22,61,20,22,61,1.5867056449182,17.2462110495505,18.8329166944687
2820,BEL_2019_1,1,20,7,10,20,7,-5.58463298285308,15.5507322622116,9.96609927935853
2820,BEL_2019_1,1,18,89,20,18,89,5.09969545043458,15.5507322622116,20.6504277126462
2823,BEL_2019_1,1,23,75,10,23,75,-2.07476272950294,10.6590329595838,8.58427023008087
2823,BEL_2019_1,1,23,14,6,23,14,-4.38716228370654,10.6590329595838,6.27187067587726
2827,BEL_2019_1,1,23,62,9,23,62,-2.18533816693581,9.67179311077431,7.4864549438385
2827,BEL_2019_1,1,26,7,4,26,7,-5.4828589108101,9.67179311077431,4.18893419996421
2830,BEL_2019_1,1,19,40,20,19,40,2.21323825985032,17.7589792568434,19.9722175166937
2831,BEL_2019_1,1,18,52,20,18,52,1.92485873173789,18.041818382082,19.9666771138199
2831,BEL_2019_1,1,22,77,20,22,77,0.633970253552313,18.041818382082,18.6757886356343
2836,BEL_2019_1,1,21,32,4,21,32,-6.54123299910045,10.5941255425075,4.05289254340702
2847,BEL_2019_1,1,23,52,20,23,52,0.601536284401014,18.1541724154839,18.7557086998849
2847,BEL_2019_1,1,17,60,20,17,60,2.09457396237205,18.1541724154839,20.2487463778559
2848,BEL_2019_1,1,22,87,20,22,87,0.556197429992825,18.0121616646129,18.5683590946057
2848,BEL_2019_1,1,20,16,20,20,16,1.96639510287708,18.0121616646129,19.97855676749
2849,BEL_2019_1,1,21,73,10,21,73,-5.69196588176727,14.601254591684,8.90928870991675
2849,BEL_2019_1,1,24,50,20,24,50,4.04689650171352,14.601254591684,18.6481510933975
2855,BEL_2019_1,1,20,76,20,20,76,0.967148600522147,18.2598531588635,19.2270017593857
2855,BEL_2019_1,1,21,23,20,21,23,1.8580890600724,18.2598531588635,20.1179422189359
2856,BEL_2019_1,1,19,65,8,19,65,-5.01323914332562,12.9502217042983,7.93698256097266
2856,BEL_2019_1,1,23,12,14,23,12,1.35083339654597,12.9502217042983,14.3010551008442
286,BEL_2019_1,1,19,81,20,19,81,1.40938445196654,18.2530884095565,19.6624728615231
286,BEL_2019_1,1,20,57,20,20,57,1.40758761023019,18.2530884095565,19.6606760197867
2862,BEL_2019_1,1,24,81,20,24,81,2.31238985262894,16.3151198649972,18.6275097176261
2862,BEL_2019_1,1,26,3,14,26,3,-1.8633502843154,16.3151198649972,14.4517695806818
2865,BEL_2019_1,1,18,67,20,18,67,1.40964576091162,18.8001013499008,20.2097471108124
2865,BEL_2019_1,1,17,7,20,17,7,2.07570129614878,18.8001013499008,20.8758026460496
2872,BEL_2019_1,1,23,60,20,23,60,0.800570988141832,17.7479311905833,18.5485021787251
2872,BEL_2019_1,1,25,28,20,25,28,1.39916804584893,17.7479311905833,19.1470992364322
29,BEL_2019_1,1,18,53,6,18,53,-5.49963346452816,11.4465937354324,5.94696027090422
290,BEL_2019_1,1,24,22,12,24,22,-4.07988408259687,15.958322589377,11.8784385067801
290,BEL_2019_1,1,19,94,20,19,94,4.09296618140351,15.958322589377,20.0512887707805
2902,BEL_2019_1,1,22,56,20,22,56,1.07280780764991,17.8710952344904,18.9439030421403
2902,BEL_2019_1,1,26,91,20,26,91,1.27742084211106,17.8710952344904,19.1485160766014
2908,BEL_2019_1,1,23,86,11,23,86,-1.81847221528217,11.5595634393362,9.74109122405399
2908,BEL_2019_1,1,26,29,9,26,29,-3.54312772261879,11.5595634393362,8.01643571671736
2936,BEL_2019_1,1,17,87,20,17,87,3.09637969885007,18.2289425612694,21.3253222601195
2936,BEL_2019_1,1,18,36,18,18,36,-0.308910560687881,18.2289425612694,17.9200320005816
2971,BEL_2019_1,1,22,110,20,22,110,3.05272511786744,16.7143497485983,19.7670748664657
2971,BEL_2019_1,1,22,42,15,22,42,-2.11588123685635,16.7143497485983,14.5984685117419
2974,BEL_2019_1,1,25,107,1,25,107,-7.66904847457936,8.2414904379076,0.572441963328243
2974,BEL_2019_1,1,18,9,6,18,9,-1.74678283834408,8.2414904379076,6.49470759956352
2975,BEL_2019_1,1,22,63,20,22,63,1.54591774500876,17.2128293263691,18.7587470713779
2979,BEL_2019_1,1,25,22,3,25,22,-4.4147540974152,7.02343791847619,2.60868382106099
2979,BEL_2019_1,1,25,100,1,25,100,-6.48937079391289,7.02343791847619,0.5340671245633
2990,BEL_2019_1,1,22,14,3,22,14,-10.1767243518708,13.3355446971178,3.15882034524704
2990,BEL_2019_1,1,18,74,20,18,74,6.98513059938238,13.3355446971178,20.3206752965002
2992,BEL_2019_1,1,24,43,20,24,43,1.52532084008936,17.1959723619277,18.721293202017
2997,BEL_2019_1,1,20,79,20,20,79,1.8052083721944,17.4250385344791,19.2302469066735
30,BEL_2019_1,1,17,78,20,17,78,3.53428213804362,17.5472884500258,21.0815705880694
30,BEL_2019_1,1,23,45,17,23,45,-1.57970108990454,17.5472884500258,15.9675873601212
301,BEL_2019_1,1,24,16,20,24,16,1.52162965353944,18.4016877024344,19.9233173559738
301,BEL_2019_1,1,22,112,20,22,112,1.47691041973848,18.4016877024344,19.8785981221729
3010,BEL_2019_1,1,18,65,4,18,65,-8.82807235731049,13.2091250924618,4.3810527351513
3010,BEL_2019_1,1,26,39,20,26,39,5.48201113909908,13.2091250924618,18.6911362315609
3013,BEL_2019_1,1,18,27,14,18,27,3.37824123900761,10.6658927962966,14.0441340353042
3013,BEL_2019_1,1,19,79,1,19,79,-9.83178447001507,10.6658927962966,0.834108326281514
3026,BEL_2019_1,1,17,97,20,17,97,2.67866636581287,19.0343986082788,21.7130649740916
3026,BEL_2019_1,1,21,24,20,21,24,1.0929598947457,19.0343986082788,20.1273585030245
3042,BEL_2019_1,1,20,90,6,20,90,-3.32484162740888,8.52811788845164,5.20327626104276
3042,BEL_2019_1,1,17,11,2,17,11,-5.74077014470329,8.52811788845164,2.78734774374835
3062,BEL_2019_1,1,21,18,11,21,18,-2.63933560756871,13.7875250285233,11.1481894209546
308,BEL_2019_1,1,19,24,12,19,24,-2.04364224827858,14.2750537040617,12.2314114557831
3148,BEL_2019_1,1,25,29,2,25,29,-8.14049557951975,9.28525352721583,1.14475794769608
3160,BEL_2019_1,1,24,26,20,24,26,1.99672003285478,17.5817759310201,19.5784959638749
3170,BEL_2019_1,1,25,11,5,25,11,-5.95209866330288,11.0762861675442,5.12418750424134
3172,BEL_2019_1,1,24,111,11,24,111,-3.47325133490319,14.3481928039293,10.8749414690261
3172,BEL_2019_1,1,19,55,16,19,55,1.51897506298992,14.3481928039293,15.8671678669192
3190,BEL_2019_1,1,17,85,9,17,85,-4.69929601218199,15.0279948358705,10.3286988236885
3190,BEL_2019_1,1,26,55,20,26,55,3.5756448427043,15.0279948358705,18.6036396785748
32,BEL_2019_1,1,20,106,20,20,106,1.34975152500373,18.7262517524275,20.0760032774312
32,BEL_2019_1,1,20,34,20,20,34,1.31061675332444,18.7262517524275,20.0368685057519
32,BEL_2019_1,1,25,75,20,25,75,0.131877528668682,18.7262517524275,18.8581292810962
32,BEL_2019_1,1,23,39,20,23,39,0.602867142803049,18.7262517524275,19.3291188952305
324,BEL_2019_1,1,20,71,20,20,71,3.84208245747898,15.3643428929387,19.2064253504177
324,BEL_2019_1,1,18,43,11,18,43,-4.5547623055583,15.3643428929387,10.8095805873804
327,BEL_2019_1,1,26,46,20,26,46,1.41801387534634,17.108149958704,18.5261638340504
33,BEL_2019_1,1,25,4,5,25,4,-5.66757283830447,11.3091484220156,5.64157558371117
330,BEL_2019_1,1,21,43,20,21,43,1.40402924770241,18.3946266690474,19.7986559167498
330,BEL_2019_1,1,23,113,20,23,113,1.5858832085564,18.3946266690474,19.9805098776038
333,BEL_2019_1,1,21,40,3,21,40,-6.91389662163745,9.8345466341676,2.92065001253015
333,BEL_2019_1,1,26,106,10,26,106,-0.555437911296327,9.8345466341676,9.27910872287127
334,BEL_2019_1,1,21,64,13,21,64,-1.70623660670285,13.83092362455,12.1246870178472
334,BEL_2019_1,1,20,1,17,20,1,2.99512979807796,13.83092362455,16.826053422628
334,BEL_2019_1,1,24,10,18,24,10,4.26629404745596,13.83092362455,18.097217672006
334,BEL_2019_1,1,24,76,7,24,76,-8.14149569794113,13.83092362455,5.68942792660889
338,BEL_2019_1,1,19,76,8,19,76,-1.3204022088892,9.13103439909675,7.81063219020755
338,BEL_2019_1,1,19,25,2,19,25,-7.00852805171798,9.13103439909675,2.12250634737877
34,BEL_2019_1,1,22,104,20,22,104,1.56520919967682,17.8052139288535,19.3704231285303
34,BEL_2019_1,1,25,56,20,25,56,0.704521505576835,17.8052139288535,18.5097354344304
345,BEL_2019_1,1,17,91,3,17,91,-6.57128404022103,11.1781023416865,4.60681830146544
345,BEL_2019_1,1,21,13,12,21,13,0.743590815711833,11.1781023416865,11.9216931573983
353,BEL_2019_1,1,22,89,20,22,89,2.51318836887143,16.2011274726954,18.7143158415669
353,BEL_2019_1,1,20,44,14,20,44,-2.20343191252818,16.2011274726954,13.9976955601673
366,BEL_2019_1,1,21,5,20,21,5,1.68299138212716,18.1354606190891,19.8184520012163
366,BEL_2019_1,1,26,86,20,26,86,0.990255608776014,18.1354606190891,19.1257162278652
37,BEL_2019_1,1,25,105,16,25,105,-1.16962630567783,16.6047900048586,15.4351636991808
37,BEL_2019_1,1,25,38,20,25,38,1.97260316498152,16.6047900048586,18.5773931698401
378,BEL_2019_1,1,20,49,20,20,49,1.80996501162044,18.0669969603425,19.8769619719629
378,BEL_2019_1,1,26,72,20,26,72,0.779628752479109,18.0669969603425,18.8466257128216
40,BEL_2019_1,1,18,24,11,18,24,-6.40026896541774,17.6189823612882,11.2187133958705
40,BEL_2019_1,1,20,61,20,20,61,1.86902223447908,17.6189823612882,19.4880045957673
40,BEL_2019_1,1,20,101,20,20,101,2.25294441912354,17.6189823612882,19.8719267804118
40,BEL_2019_1,1,18,34,20,18,34,2.23114027751091,17.6189823612882,19.8501226387991
40,BEL_2019_1,1,21,46,20,21,46,2.08934323600033,17.6189823612882,19.7083255972886
405,BEL_2019_1,1,26,99,20,26,99,1.34659368941543,17.7688024845859,19.1153961740014
405,BEL_2019_1,1,23,58,20,23,58,0.878647211154636,17.7688024845859,18.6474496957406
409,BEL_2019_1,1,21,67,11,21,67,-2.40367188143418,12.3252278016592,9.92155592022496
409,BEL_2019_1,1,17,23,10,17,23,-2.02239093021007,12.3252278016592,10.3028368714491
410,BEL_2019_1,1,19,43,20,19,43,6.52414802715244,13.3872241496595,19.911372176812
410,BEL_2019_1,1,23,108,4,23,108,-9.65259655714326,13.3872241496595,3.73462759251626
424,BEL_2019_1,1,22,28,20,22,28,1.91199620812029,18.0557704592374,19.9677666673577
424,BEL_2019_1,1,21,87,20,21,87,0.663880307144648,18.0557704592374,18.719650766382
43,BEL_2019_1,1,17,20,2,17,20,-7.49813177419576,9.81097833233468,2.31284655813892
440,BEL_2019_1,1,25,117,20,25,117,1.43666900643426,18.2667339780209,19.7034029844552
440,BEL_2019_1,1,20,55,20,20,55,1.39697607403982,18.2667339780209,19.6637100520608
447,BEL_2019_1,1,17,48,5,17,48,-4.14785230035676,9.13154585892251,4.98369355856575
447,BEL_2019_1,1,21,70,6,21,70,-4.18045302629876,9.13154585892251,4.95109283262375
45,BEL_2019_1,1,21,78,9,21,78,-2.01671837117494,9.79938423581899,7.78266586464404
45,BEL_2019_1,1,24,30,5,24,30,-5.49557980316894,9.79938423581899,4.30380443265005
457,BEL_2019_1,1,22,44,18,22,44,0.845997107536043,16.6399987314877,17.4859958390238
46,BEL_2019_1,1,23,2,6,23,2,-2.7933488194408,8.88506830323917,6.09171948379837
46,BEL_2019_1,1,24,116,3,24,116,-5.83611836804779,8.88506830323917,3.04894993519137
462,BEL_2019_1,1,21,37,3,21,37,-9.88683865771735,12.9377551212011,3.0509164634837
462,BEL_2019_1,1,20,85,20,20,85,6.20920045152215,12.9377551212011,19.1469555727232
465,BEL_2019_1,1,18,10,20,18,10,2.22397355890955,18.1325880022318,20.3565615611414
465,BEL_2019_1,1,22,72,20,22,72,0.445763487099025,18.1325880022318,18.5783514893309
468,BEL_2019_1,1,26,19,20,26,19,1.94922481115102,17.5429047867132,19.4921295978642
472,BEL_2019_1,1,25,37,20,25,37,6.40759738403647,12.4180169370487,18.8256143210852
472,BEL_2019_1,1,24,107,2,24,107,-10.7202845635606,12.4180169370487,1.69773237348803
473,BEL_2019_1,1,18,49,7,18,49,-3.16222661390893,10.0982283198005,6.93600170589156
473,BEL_2019_1,1,18,60,6,18,60,-3.98492496450537,10.0982283198005,6.11330335529512
483,BEL_2019_1,1,20,78,13,20,78,-3.57682430707346,15.7177712533085,12.140946946235
483,BEL_2019_1,1,25,30,20,25,30,3.29598557485174,15.7177712533085,19.0137568281602
488,BEL_2019_1,1,18,23,8,18,23,-2.66185218723958,10.9033235551145,8.24147136787496
488,BEL_2019_1,1,20,112,7,20,112,-3.50158313131964,10.9033235551145,7.40174042379489
489,BEL_2019_1,1,24,77,20,24,77,3.3461606079023,15.3804960369817,18.726656644884
489,BEL_2019_1,1,19,12,11,19,12,-4.03910352332328,15.3804960369817,11.3413925136585
49,BEL_2019_1,1,23,61,20,23,61,0.542292522758309,18.0193528953101,18.5616454180684
49,BEL_2019_1,1,18,56,20,18,56,1.98908671043587,18.0193528953101,20.0084396057459
491,BEL_2019_1,1,23,31,20,23,31,0.839854331326926,18.8082141525029,19.6480684838298
491,BEL_2019_1,1,17,90,20,17,90,2.65540546087665,18.8082141525029,21.4636196133796
50,BEL_2019_1,1,17,6,20,17,6,2.23870377344494,18.6759641803163,20.9146679537613
50,BEL_2019_1,1,19,85,20,19,85,1.09496464136766,18.6759641803163,19.770928821684
508,BEL_2019_1,1,23,56,8,23,56,-5.13568914501345,11.7444538496934,6.60876470467999
51,BEL_2019_1,1,26,49,2,26,49,-8.44603383694681,9.0351942313606,0.589160394413785
515,BEL_2019_1,1,25,102,20,25,102,1.41074016764569,17.9797155441937,19.3904557118394
515,BEL_2019_1,1,23,43,20,23,43,1.07220764392224,17.9797155441937,19.0519231881159
52,BEL_2019_1,1,21,4,2,21,4,-7.62935034221082,9.70358614191868,2.07423579970786
522,BEL_2019_1,1,24,12,20,24,12,1.92120134171418,18.3355663889,20.2567677306142
522,BEL_2019_1,1,20,92,20,20,92,0.996547530232903,18.3355663889,19.3321139191329
526,BEL_2019_1,1,22,64,20,22,64,1.5658585096998,17.2291492910748,18.7950078007746
533,BEL_2019_1,1,24,56,20,24,56,0.778074307720221,17.6948162758531,18.4728905835733
533,BEL_2019_1,1,21,94,20,21,94,1.35676556531529,17.6948162758531,19.0515818411684
543,BEL_2019_1,1,26,78,16,26,78,0.166147513879134,14.8026666403983,14.9688141542774
543,BEL_2019_1,1,24,11,13,24,11,-1.56511891873667,14.8026666403983,13.2375477216616
546,BEL_2019_1,1,26,2,20,26,2,2.44548338245774,17.9490538233284,20.3945372057861
548,BEL_2019_1,1,18,86,20,18,86,2.58788452611077,18.0655980820104,20.6534826081212
55,BEL_2019_1,1,25,62,20,25,62,1.42255945910769,17.1118701654113,18.534429624519
56,BEL_2019_1,1,18,101,6,18,101,-7.36097094039167,14.516185484292,7.15521454390033
56,BEL_2019_1,1,17,25,20,17,25,5.6119587465163,14.516185484292,20.1281442308083
560,BEL_2019_1,1,18,117,16,18,117,0.248350988838357,17.5216030890805,17.7699540779189
560,BEL_2019_1,1,23,41,20,23,41,1.67484606136631,17.5216030890805,19.1964491504468
562,BEL_2019_1,1,26,40,20,26,40,0.780239929620315,17.8417303321621,18.6219702617824
562,BEL_2019_1,1,26,111,20,26,111,1.53410882590909,17.8417303321621,19.3758391580712
564,BEL_2019_1,1,24,61,9,24,61,-3.29371361817363,10.7926828933866,7.49896927521295
564,BEL_2019_1,1,23,29,8,23,29,-3.00490945603102,10.7926828933866,7.78777343735555
565,BEL_2019_1,1,24,90,20,24,90,1.62957621261683,17.2812972743065,18.9108734869234
567,BEL_2019_1,1,18,30,20,18,30,1.1079194826487,18.8417429788261,19.9496624614748
567,BEL_2019_1,1,19,116,20,19,116,2.42830794938333,18.8417429788261,21.2700509282094
57,BEL_2019_1,1,24,60,20,24,60,0.4753012413933,17.9968531734029,18.4721544147962
57,BEL_2019_1,1,22,9,20,22,9,2.02858640905209,17.9968531734029,20.025439582455
570,BEL_2019_1,1,20,84,14,20,84,-3.09402786340481,16.29860060507,13.2045727416651
570,BEL_2019_1,1,20,2,20,20,2,3.52288315552546,16.29860060507,19.8214837605954
575,BEL_2019_1,1,26,13,20,26,13,1.67193087959371,18.1544318861033,19.826362765697
